slope_deg,insar_creep_mm,rainfall_72h_mm,soil_moisture_pct,elevation_m,landslide
30.599706536604938,36.01339619736978,7.178796456874208,71.89882524589942,366.6443123325686,0
62.28928685254539,34.364150220656384,5.163428833440836,53.80838986695065,319.90141991397854,0
50.25966679962728,4.787709933167883,238.7704130936316,19.6236723425542,860.9386732006044,0
42.92621663083701,46.12862024529,19.500383977658473,91.23634250714964,2298.3023700233243,1
18.581025224334006,28.42361010784098,487.39361406287543,96.36731802873962,2561.8691454359678,1
18.579698618491143,18.186276056784212,114.92226139798902,50.7766034625823,1279.4209147464953,0
13.19459866925097,37.82692917476533,238.96904103559814,65.93384701497416,1707.9964915166966,0
57.63968801762144,12.868272920081703,35.26312685605069,52.374785978230975,2065.1315048884517,0
43.06132564587649,34.67549185231602,263.413966004773,41.716011023548006,2682.3417481293163,1
48.943991778782504,1.985560378612361,193.0782819479672,21.417459807198032,2582.330593243579,0
11.132147186269135,41.9704018804636,27.10671429422576,52.85362162297581,442.9807584534498,0
63.34504186890969,22.408542351065925,170.88651201463125,82.92591817783448,920.414608023202,1
55.78434524402319,31.834645717897086,198.76083001031353,16.413611270304298,422.86135988794274,0
21.67865108730519,11.061890990334183,495.0111381810953,63.31493770395845,1841.3560524726283,0
20.000373196390534,33.8536856329224,107.90350660009085,88.10408502431518,2076.2332911815975,0
20.08724804193886,38.61201379466383,274.66590960819934,33.05660269119171,1070.7085308912788,0
26.733323362774573,23.660659344219937,493.72119685332115,30.21023676919216,2434.6297703330365,1
38.86160373977308,30.886346203089715,397.0495079303669,79.09895993326128,1432.0318760287444,1
33.75697602531636,22.81629619111993,496.716912936634,36.17217378290134,2795.9537877425314,1
26.017602710892305,44.704568462892276,484.30766575678376,30.934694207533823,300.9992314733123,1
43.651909209730874,24.89345902571596,247.32207333660637,46.373107797246504,573.7242710463916,0
17.6721623358623,42.090435451440946,349.70604568593006,47.577667018428095,1054.483107338351,1
26.067955669436998,40.06760291351243,59.66934783586979,87.55038823037498,363.7689948842829,0
30.149901381153043,20.525241067417827,223.36866839816693,66.33080817049517,2255.848644345627,0
35.08384913193697,11.504224592873753,405.4641784220152,48.694800876185916,431.9294696782181,0
53.18467787661575,20.30410662798855,255.14098388368598,59.354201035718646,2172.449083234568,0
20.982058018709786,41.310868788761006,352.8360212445298,94.17911436599776,431.42114697387353,1
38.282894112748636,11.381626790969618,374.1469083422171,24.396818158621315,931.8181616326141,0
42.58280128741234,26.22181729288747,130.46722491523246,32.24038830314939,2403.192039146324,0
12.554772699599875,40.30483739803737,438.4711896065699,94.88988264668409,2677.7382355943105,1
43.41496685457911,17.67387375641894,232.61210330004357,94.45796242775795,1336.3158566512807,0
19.378826802801036,32.11048185013487,109.04162629266415,29.70472996497613,2724.847410781378,0
13.577837614190374,12.281578702440726,433.38086148527964,27.044031821399752,1867.2023093963564,0
62.18870454893333,5.463972268407996,211.82030902259555,49.95006615010544,1339.5878060823286,0
63.10976181910077,39.719211254642815,376.40465699796124,19.126618276501436,2307.0033599197923,1
54.461854146405365,4.948431170435342,276.2763707496885,69.35699317966663,1038.321300350503,0
26.753757304535387,13.56906975397923,194.0265173560777,21.4321697979246,964.490653400546,0
15.371966270351113,42.755471099872004,405.8888254440918,19.8164590488253,1941.3691922776857,1
47.63281645816863,17.32346435393336,294.31261616408347,55.27051570533449,1276.2184049202374,0
34.20838715567807,48.65226747570806,198.3282407013807,94.49629079713843,639.7950673624489,1
16.712102916462836,48.986716738692984,59.250945815887874,50.42406269324224,467.410588224772,0
37.23473005611986,13.413801022677834,448.2454303145204,44.587936168825735,2269.6064406211935,0
11.891368661337012,2.0489111124945225,22.557444744124943,97.83040738668973,1989.7768295058615,0
60.01262211433301,35.253164210268956,432.2777374421878,59.153423744672224,1329.4955615165084,1
24.23289898800093,22.549325132417188,183.18095481716196,46.14503677189063,2540.5690879276417,0
46.438725639469006,5.037642197978815,321.4726879331959,47.02644750735295,1327.1418811064989,0
27.144109184917603,35.37614094890214,461.4888632986642,31.18163817078137,2075.738678663459,1
38.60374116477959,1.5587454555960611,80.09477467442971,57.51451376814573,2572.788188018232,0
40.069065363880384,43.50983452461211,285.640485441211,51.42496733794448,2401.7886467711087,1
20.16699505390399,6.932626455665186,383.39426687324504,37.47600959683531,1577.7619408489475,0
63.32715452705072,6.36559393733625,380.0039971959334,28.324827187946063,2001.5909811168317,0
52.6323052848613,8.783614898429226,265.18779772675447,40.83282609940696,1334.1644418184226,0
61.672441786030404,48.01331792460333,314.2460326536968,57.22071619808153,1917.992930735285,1
59.215504273520686,34.6584680126923,379.97586209575803,19.841661599638538,943.8810958634897,1
42.88449883460968,40.06857677318184,421.3086806899188,27.760754372468348,1386.8552844238832,1
60.70308292627143,19.88174928663765,382.09748295355257,93.65555315843491,823.8643440045976,1
14.867087612855572,16.815636375247777,180.23244687471512,60.05699413560114,395.46238169887005,0
20.779057433052984,11.724200339158497,498.3795685235779,20.266292203783145,1771.3496264384307,0
12.487500890079595,24.03240141562045,220.07883339105567,72.52628397787456,2461.073363376994,0
27.893168191979537,27.591436676708426,17.110027865672045,20.129638216559883,363.9456865579788,0
31.37725093292151,31.58874218263777,184.4953910348037,76.32656084484896,790.0743518232398,0
24.924196747564274,12.855925199934726,68.25256251405241,77.24690590276222,1450.46264817605,0
55.58056300335611,47.432704045149535,65.11409478554563,69.03955498718797,1964.7420421056333,1
29.62143296814741,8.487924910356792,144.3598448529127,75.77297720340601,728.0729841747161,0
25.45139803280594,48.28265873832061,31.420869617744117,22.301159824083793,441.7370724265607,0
39.848284573703666,0.7428061253751894,345.8135332627337,75.3227858454872,1597.621794317223,0
17.750832373611946,24.05628459084228,41.62449767994301,26.345130537082284,2346.7742826432723,0
54.120833941472185,16.668391905828138,105.62832994079831,43.17899030356304,388.0872732819282,0
14.100285402387396,22.45617069651254,50.985358674589094,93.24785604055253,1173.4236258975648,0
64.27878151302845,28.53322894903945,36.26802679700038,56.738664645708624,1958.786856983338,0
52.473462311316155,21.779457900635453,137.53707444207313,95.29639386289014,626.8550152561675,0
20.92936248437948,20.74234251507975,288.0899889918831,22.38056408759922,889.8669422318919,0
10.303716441798132,36.63617077066533,482.51935044118665,54.63719776374395,1638.731609465665,1
54.85037856501588,34.29381375432323,438.4005439030551,20.179392582980263,2683.079240910545,1
48.87715391161894,41.663564101792396,438.58729309543577,67.30745177914064,1018.3565456093902,1
50.0953942422543,12.497949061974778,92.15318283864052,21.53268111358686,1518.8185530517758,0
52.419869067727014,30.476425487703178,136.12906078142095,29.555527610851318,1299.8271576610457,0
14.07245584537497,29.259739269642694,42.81469181367632,36.48291573575028,2543.4916800752,0
