slope_deg,rainfall_24h_mm,rainfall_72h_mm,soil_moisture_pct,elevation_m,insar_creep_mm,label
45.61791125664565,15.0,124.81919144151287,77.94700287103508,1350.5567130299632,18.085583501981894,1
23.74489241044069,4.731431949739879,34.65331400273146,52.77727268138855,1301.745508108599,6.0,0
38.75813468154689,31.77140464710851,178.64388788395968,80.0952116196136,1300.2307889854912,5.144014435191536,1
15.269622192054758,31.857706126444686,41.63442079720016,31.83637600149605,1448.0759321370278,0.04127220316014109,0
7.792909832706421,8.656051557560415,105.10814205692807,55.35493569397225,664.5965241502315,0.2259472485255825,0
13.587772149650402,2.5225958737878176,88.11361561483407,23.492680733322455,1418.2393352156955,0.2558913182149845,0
11.211775563939105,3.8426222217435155,44.331338786983416,13.422869781482632,200.0,2.3437535902092645,0
34.05186670521534,37.73616341845378,337.53307529772246,50.67549621749613,1532.5910510310841,60.0,1
19.584793277220733,1.3135500006065035,6.21732211145819,37.05469166655243,426.5709120767811,0.8780943801141642,0
40.60889484047286,16.159839368393843,33.91377363758386,39.99111903641437,831.218286037903,1.0845927085213773,0
7.643263574520228,7.0770798582961625,55.826674199221,30.973249058664948,408.0363974417338,2.0525010462241724,0
21.74611198414891,30.4925746574023,39.01457941789243,57.362702330701374,1229.0841202274526,0.7015195398606996,0
19.47113182274017,0.8415751127622698,1.9748749224494602,22.796886351107915,919.1215911760446,4.965598861394086,0
57.372740420462556,28.372610610391458,105.39071720611025,94.96239820046955,1697.533271794034,2.0,1
45.838034871022906,15.0,45.0,69.72093553233216,1830.5644418016302,30.75848286865328,1
35.07432026029732,32.92054857786654,62.92054857786654,71.92641911511409,1337.5122845193207,49.19055936967156,1
27.387143087848376,5.281238438460146,15.65137887034756,34.21694973403028,1043.319455011338,0.7976473883414328,0
45.04257814245305,84.02201278137538,187.65501962263926,70.16638953016339,1270.778329919794,4.628876406749486,1
15.444901970690843,3.141744186737256,39.42713371319755,15.65160334433633,1041.6470561021397,3.1817960478412477,0
18.815153823333617,0.5186939152727164,11.739972955996501,28.85037049064166,649.1576294722508,2.3192073606886794,0
16.143843520257015,6.979054319373968,102.5521310004712,35.39891121903577,1984.2515658736331,1.036033628312547,0
16.63036955445575,23.809860187064086,28.817419650447604,30.26587976997454,1462.5666741478576,0.7698797164119778,0
31.222150820782502,43.97728546185574,79.55341689738356,11.607042069658588,1429.4369019375893,0.007480080340471368,0
20.189670719756116,6.257303129602301,18.629544277199546,18.53658495145464,1319.1901411298459,3.4452898584174108,0
27.916446015089498,13.73462634286674,163.73462634286673,31.768008499530687,200.0,0.767267796948134,0
37.06587221678415,113.04178606559704,171.22601094676304,55.96544818202492,384.44220378545856,18.467309357431063,1
8.620343537453417,60.230762442488185,60.46295194615565,32.31860820760683,793.3098523611942,1.9201266577139198,0
18.96287705956857,1.2091304188845147,4.168475487555845,49.05637830261093,200.0,0.5149000467469275,0
24.995608002201962,42.293157561951304,77.90162201930102,21.047210044014985,1010.0537225413796,0.16759370572811316,0
21.754850936151442,14.407311749529734,78.36872857773163,28.288236117425946,764.2587833092756,1.5131792983558758,0
17.0965818292737,23.53256988282418,27.18347316239565,70.17628038328141,1727.7543672142506,4.506638368041756,0
25.896880776106336,27.455293582699873,31.60505294492594,31.100764047586367,1134.0439734962747,1.8257428616326803,0
8.274470168050932,6.140932161915858,28.582694188220657,24.87103401431236,384.3582438950424,6.0,0
39.41373831821805,7.397756503570098,8.29769757604893,33.13799332251527,1609.1641831620586,0.796732406332956,0
11.562140762073192,2.9314207344470216,15.961149855775018,25.476900360447168,921.50181833712,1.4003999134960017,0
35.30209627740439,15.0,208.4749270146544,68.12387163511495,1165.9665575445863,9.394703251281573,1
27.712542022572396,0.013864847068813673,23.39746287677272,55.527345954765295,255.21565698728273,0.4846816051965641,0
41.575592271254024,93.53156049326603,123.53156049326603,74.57784383250477,1581.8701566753389,2.0,1
22.796511043265475,14.53323378872721,63.81298592046709,41.11549758422609,1231.78978603125,2.190408289467052,0
23.310421241431538,2.3826633847700536,67.04401898972823,25.254977400689732,786.6933594706611,0.25429989959761434,0
23.701399461865062,7.814001709160523,21.874621469198836,69.10177991626573,1199.1415189729303,1.3065123643953152,0
39.60656145863378,3.888101995235473,38.03832872048594,13.198559350513046,200.0,6.0,0
42.4643943615578,213.12255418029972,319.14275354315737,74.64288093474825,1425.3280551487844,5.662814855459669,1
45.256840388278576,24.543020398701355,54.54302039870136,90.0203488566321,1289.2738269447311,6.5809754894916015,1
38.674464389654055,29.63209615840514,61.543181154355615,77.59754303462275,1543.8783222575366,2.2688223086279558,1
19.906204273026948,13.082266484551054,23.570937710859987,38.201880599252895,1081.3744775572015,0.05826854660152313,0
11.919983069980946,7.305985131260567,157.30598513126057,50.124809146916924,853.3295674559594,1.225905830420165,0
46.44505209207789,32.196654021811185,62.196654021811185,81.82727139154426,1612.0017340940626,2.55820842012629,1
60.588728204891794,64.94701990098879,217.18222467267856,88.64329186223098,1619.1889456316303,13.504874095292465,1
18.179106385852855,7.59713496876705,14.863704750960682,21.99799534812727,376.102465752984,0.04602166996265658,0
25.70836361373155,9.96426586403641,35.43054375067184,25.834254319588723,950.4325832466474,0.04863562628431006,0
39.64736857859158,82.99401883338042,175.515395239232,85.94971948110391,1660.6334109988006,2.0,1
10.081347349311486,19.390203063744895,27.589205941775553,11.822934992734087,282.9132460505832,3.578723730923784,0
9.188336901267272,6.003841863468803,12.143341339968181,24.087646012456975,1369.5569960808123,1.916109747471016,0
14.769496281144885,2.3652823189659835,80.64857518225827,63.34619148094165,200.0,0.30135941163562696,0
59.3327824063162,15.0,164.8618202487744,65.88733328679773,1999.6400320563846,40.59125934206353,1
25.608245376170046,23.946829508574076,26.387542536971633,50.25776546092956,1235.2585755021257,0.3147695866011822,0
21.539863910208634,2.596265244315577,14.946078926604576,29.25709182181305,639.1041137521017,2.3300468420381555,0
20.228520839785656,15.181899934706365,25.64221434225994,24.99833343074628,725.8055083350682,0.04434535710773929,0
46.714207369593105,57.95491821467368,199.61448104848938,67.71909100429193,1914.0780041825037,29.48738512138817,1
68.41956368626897,27.233285656532622,68.49239677539593,42.292046304319726,1241.7078574964603,2.4541396990345596,1
27.34176077389764,19.254367891924577,28.115188324315213,32.5708997902945,315.9094292853225,5.437976281568207,0
44.077511672430745,54.2938801733299,286.3065858059681,86.40563690572418,1065.7949873071675,17.112150753130294,1
50.85108967138318,46.24380769454032,546.2438076945404,59.22774042883837,799.3969808945512,16.784133100454042,1
23.8403470100966,5.010255473391773,44.13718500750386,20.577512994377916,1610.5534561494903,1.1084202597256259,0
19.264428988055528,7.94434429208412,10.125930167663057,57.574832157942545,391.44584362089313,0.29967607076210734,0
46.00869343208134,15.0,341.7731723496332,70.18630116066767,1063.850873472141,2.9788329586537587,1
11.817416632710733,36.3750825445237,64.10755908858413,19.200627621758308,1042.3573670727028,1.7891107246449294,0
29.081691778787633,3.9676878380761367,57.703093815712435,44.24333111805162,1544.5824270883336,0.3222371984286979,0
26.28574639568945,16.48110440342482,82.57777784277029,28.273997870703038,1174.0203599444183,1.2992943821835292,0
45.0,6.943763578469459,68.18139909949757,34.10012483347295,745.3695708893326,3.8234286361886225,0
11.863547615575238,9.16837089278577,11.997067837106831,52.14148208631394,206.18858087004628,2.4729457819210725,0
11.790065948792687,6.150946225579539,10.605045579911643,54.873659560440025,387.5225629567808,0.05722106091431147,0
42.753001585136886,0.46763595895270227,41.93606375631489,18.873222164119575,1621.3935556170009,2.942808334683403,0
41.97216493775139,91.8886136559009,286.92858125307094,77.56766634224583,1173.0769829503276,10.208240422492937,1
52.28100059819137,23.403286651487385,53.403286651487385,67.99153047931249,1888.0831608105727,11.834513788283909,1
47.67474454636965,183.34240494114613,335.04610646207084,66.42551195677075,1684.9758753998472,19.829849418459126,1
18.75836710909336,36.3138951376175,38.12142977562813,37.826982562649306,351.7251393146686,1.4762808738740767,0
43.818466796278045,107.15585074203337,158.60880996257464,89.21155582405356,1676.2286656999022,60.0,1
43.853596391791235,48.484057103710676,134.31694242084922,81.12811002556032,1389.7511421899285,60.0,1
22.60174831867159,8.996122083207661,55.05620335240782,16.157747426068973,2011.9513767345984,3.4956145963162935,0
60.93466558610443,15.961970272737602,45.9619702727376,87.28863616514387,1692.7115433634076,2.4264439180058957,1
35.51728206294139,1.7942180676009156,128.93689139069693,45.9213127092748,1624.1661448310765,4.644609308667894,0
37.49887526552216,1.9403601471930647,73.74017441752652,56.68613107441982,364.20010009841985,5.8377639970029644,0
60.6721482427117,181.87169897321425,226.7589738057016,60.90055973763866,1183.0848266533098,2.8705084052869116,1
35.84286457962794,80.6248003485333,344.74184856600215,46.33720807533302,1471.7960266074274,5.935530921129927,1
29.053271138512073,18.390675666038195,130.3424573606391,37.337433001322,1175.218394789896,0.20411050660714697,0
16.942415596161005,1.6394621110987904,57.86313846388053,22.14348943603849,585.5952529394165,0.7834765555827194,0
